############## Preludio 1 ##################
## Figura minima: Semi Corchea #############
## Maximo notas en un tiempo:  3 ###########
############################################

6   6   3   5   4   3
11  6   3   5   4   3
11  6   3   4   4   3
6   6   3   5   4   3
11  6   3   5   4   3
0   0   3   -1   -1   3
0   6   3   -1   4   3
11  6   3   4   4   3
6   6   3   5   4   3
11  6   3   5   4   3
11  6   3   4   4   3
6   6   3   5   4   3
11  6   3   5   4   3
0   0   3   -1   -1   3
0   4   3   -1   4   3
3   4   3   4   4   3
11  4   3   4   4   3
4   4   3   5   4   3
3   4   3   4   4   3
11  4   3   4   4   3
4   4   3   5   4   3
0   0   3   -1   -1   3
0   4   3   -1   4   3
3   4   3   4   4   3
11  4   3   4   4   3
4   4   3   5   4   3
3   4   3   4   4   3
11  4   3   4   4   3
4   4   3   5   4   3
0   0   1   -1   -1   3
0   4   1   -1   4   3
3   4   1   4   4   3
11  4   1   4   4   3
4   4   1   5   4   3
3   4   1   4   4   3
11  4   1   4   4   3
4   4   1   5   4   3
0   0   1   -1   -1   3
0   4   1   -1   4   3
3   4   1   4   4   3
11  4   1   4   4   3
4   4   1   5   4   3
3   4   1   4   4   3
11  4   1   4   4   3
4   4   1   5   4   3
0   0   6   -1   -1   3
0   1   6   -1   3   3
6   1   6   4   3   3
10  1   6   4   3   3
4   1   6   5   3   3
6   1   6   4   3   3
10  1   6   4   3   3
4   1   6   5   3   3
0   0   6   -1   -1   3
0   1   6   -1   3   3
6   1   6   4   3   3
10  1   6   4   3   3
4   1   6   5   3   3
6   1   6   4   3   3
10  1   6   4   3   3
4   1   6   5   3   3
0   0   11  -1   -1   3
0   3   11  -1   3   3
6   3   11  4   3   3
11  3   11  4   3   3
3   3   11  4   3   3
6   3   11  4   3   3
11  3   11  4   3   3
3   3   11  4   3   3
0   0   11  -1   -1   3
0   3   11  -1   3   3
6   3   11  4   3   3
11  3   11  4   3   3
3   3   11  4   3   3
6   3   11  4   3   3
11  3   11  4   3   3
3   3   11  4   3   3
0   0   11  -1   -1   3
0   2   11  -1   3   3
8   2   11  4   3   3
11  2   11  4   3   3
5   2   11  5   3   3
8   2   11  4   3   3
11  2   11  4   3   3
5   2   11  5   3   3
0   0   11  -1   -1   3
0   2   11  -1   3   3
8   2   11  4   3   3
11  2   11  4   3   3
5   2   11  5   3   3
8   2   11  4   3   3
11  2   11  4   3   3
5   2   11  5   3   3
0   0   9   -1   -1   3
0   1   9   -1   3   3
6   1   9   4   3   3
1   1   9   4   3   3
6   1   9   5   3   3
6   1   9   4   3   3
1   1   9   4   3   3
6   1   9   5   3   3
0   0   9   -1   -1   3
0   1   9   -1   3   3
6   1   9   4   3   3
1   1   9   4   3   3
6   1   9   5   3   3
6   1   9   4   3   3
1   1   9   4   3   3
6   1   9   5   3   3
0   0   9   -1   -1   3
0   12  9   -1   3   3
6   12  9   4   3   3
9   12  9   4   3   3
3   12  9   4   3   3
6   12  9   4   3   3
9   12  9   4   3   3
3   12  9   4   3   3
0   0   9   -1   -1   3
0   12  9   -1   3   3
6   12  9   4   3   3
9   12  9   4   3   3
3   12  9   4   3   3
6   12  9   4   3   3
9   12  9   4   3   3
3   12  9   4   3   3
0   0   3   -1   -1   3
0   11  3   -1   3   3
4   11  3   4   3   3
11  11  3   4   3   3
4   11  3   5   3   3
4   11  3   4   3   3
11  11  3   4   3   3
4   11  3   5   3   3
0   0   3   -1   -1   3
0   11  3   -1   3   3
4   11  3   4   3   3
11  11  3   4   3   3
4   11  3   5   3   3
4   11  3   4   3   3
11  11  3   4   3   3
4   11  3   5   3   3
0   0   3   -1   -1   3
0   9   3   -1   3   3
1   9   3   3   3   3
4   9   3   4   3   3
9   9   3   4   3   3
1   9   3   3   3   3
4   9   3   4   3   3
9   9   3   4   3   3
0   0   3   -1   -1   3
0   9   3   -1   3   3
1   9   3   3   3   3
4   9   3   4   3   3
9   9   3   4   3   3
1   9   3   3   3   3
4   9   3   4   3   3
9   9   3   4   3   3
0   0   6   -1   -1   3
0   11  6   -1   3   3
1   11  6   3   3   3
4   11  6   4   3   3
9   11  6   4   3   3
1   11  6   3   3   3
4   11  6   4   3   3
9   11  6   4   3   3
0   0   6   -1   -1   3
0   11  6   -1   3   3
1   11  6   3   3   3
4   11  6   4   3   3
9   11  6   4   3   3
1   11  6   3   3   3
4   11  6   4   3   3
9   11  6   4   3   3
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
3   6   11  3   3   2
9   6   11  4   3   2
11  6   11  3   3   2
3   6   11  3   3   2
9   6   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
3   6   11  3   3   2
9   6   11  4   3   2
11  6   11  3   3   2
3   6   11  3   3   2
9   6   11  4   3   2
0   0   4   -1   -1   3
0   8   4   -1   3   3
11  8   4   3   3   3
4   8   4   4   3   3
8   8   4   4   3   3
11  8   4   3   3   3
4   8   4   4   3   3
8   8   4   4   3   3
0   0   4   -1   -1   3
0   8   4   -1   3   3
11  8   4   3   3   3
4   8   4   4   3   3
8   8   4   4   3   3
11  8   4   3   3   3
4   8   4   4   3   3
8   8   4   4   3   3
0   0   4   -1   -1   3
0   11  4   -1   3   3
2   11  4   3   3   3
4   11  4   4   3   3
8   11  4   4   3   3
2   11  4   3   3   3
4   11  4   4   3   3
8   11  4   4   3   3
0   0   4   -1   -1   3
0   11  4   -1   3   3
2   11  4   3   3   3
4   11  4   4   3   3
8   11  4   4   3   3
2   11  4   3   3   3
4   11  4   4   3   3
8   11  4   4   3   3
0   0   9   -1   -1   2
0   9   9   -1   3   2
1   9   9   3   3   2
4   9   9   4   3   2
8   9   9   4   3   2
1   9   9   3   3   2
4   9   9   4   3   2
8   9   9   4   3   2
0   0   9   -1   -1   2
0   9   9   -1   3   2
1   9   9   3   3   2
4   9   9   4   3   2
8   9   9   4   3   2
1   9   9   3   3   2
4   9   9   4   3   2
8   9   9   4   3   2
0   0   10  -1   -1   2
0   4   10  -1   3   2
1   4   10  3   3   2
4   4   10  4   3   2
7   4   10  4   3   2
1   4   10  3   3   2
4   4   10  4   3   2
7   4   10  4   3   2
0   0   10  -1   -1   2
0   4   10  -1   3   2
1   4   10  3   3   2
4   4   10  4   3   2
7   4   10  4   3   2
1   4   10  3   3   2
4   4   10  4   3   2
7   4   10  4   3   2
0   0   11  -1   -1   2
0   7   11  -1   3   2
3   7   11  3   3   2
4   7   11  4   3   2
7   7   11  4   3   2
3   7   11  3   3   2
4   7   11  4   3   2
7   7   11  4   3   2
0   0   11  -1   -1   2
0   7   11  -1   3   2
3   7   11  3   3   2
4   7   11  4   3   2
7   7   11  4   3   2
3   7   11  3   3   2
4   7   11  4   3   2
7   7   11  4   3   2
0   0   12  -1   -1   2
0   9   12  -1   3   2
3   9   12  3   3   2
4   9   12  4   3   2
6   9   12  4   3   2
3   9   12  3   3   2
4   9   12  4   3   2
6   9   12  4   3   2
0   0   12  -1   -1   2
0   9   12  -1   3   2
3   9   12  3   3   2
4   9   12  4   3   2
6   9   12  4   3   2
3   9   12  3   3   2
4   9   12  4   3   2
6   9   12  4   3   2
0   0   11  -1   -1   2
0   9   11  -1   3   2
11  9   11  3   3   2
3   9   11  3   3   2
6   9   11  4   3   2
11  9   11  3   3   2
3   9   11  3   3   2
6   9   11  4   3   2
0   0   11  -1   -1   2
0   9   11  -1   3   2
11  9   11  3   3   2
3   9   11  3   3   2
6   9   11  4   3   2
11  9   11  3   3   2
3   9   11  3   3   2
6   9   11  4   3   2
0   0   11  -1   -1   2
0   8   11  -1   3   2
11  8   11  3   3   2
4   8   11  4   3   2
8   8   11  4   3   2
11  8   11  3   3   2
4   8   11  4   3   2
8   8   11  4   3   2
0   0   11  -1   -1   2
0   8   11  -1   3   2
11  8   11  3   3   2
4   8   11  4   3   2
8   8   11  4   3   2
11  8   11  3   3   2
4   8   11  4   3   2
8   8   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
4   6   11  4   3   2
9   6   11  4   3   2
11  6   11  3   3   2
4   6   11  4   3   2
9   6   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
4   6   11  4   3   2
9   6   11  4   3   2
11  6   11  3   3   2
4   6   11  4   3   2
9   6   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
3   6   11  4   3   2
9   6   11  4   3   2
11  6   11  3   3   2
3   6   11  4   3   2
9   6   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
3   6   11  4   3   2
9   6   11  4   3   2
11  6   11  3   3   2
3   6   11  4   3   2
9   6   11  4   3   2
0   0   11  -1   -1   2
0   7   11  -1   3   2
1   7   11  3   3   2
4   7   11  4   3   2
10  7   11  4   3   2
1   7   11  3   3   2
4   7   11  4   3   2
10  7   11  4   3   2
0   0   11  -1   -1   2
0   7   11  -1   3   2
1   7   11  3   3   2
4   7   11  4   3   2
10  7   11  4   3   2
1   7   11  3   3   2
4   7   11  4   3   2
10  7   11  4   3   2
0   0   11  -1   -1   2
0   8   11  -1   3   2
11  8   11  3   3   2
4   8   11  4   3   2
11  8   11  4   3   2
11  8   11  3   3   2
4   8   11  4   3   2
11  8   11  4   3   2
0   0   11  -1   -1   2
0   8   11  -1   3   2
11  8   11  3   3   2
4   8   11  4   3   2
11  8   11  4   3   2
11  8   11  3   3   2
4   8   11  4   3   2
11  8   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
4   6   11  4   3   2
9   6   11  4   3   2
11  6   11  3   3   2
4   6   11  4   3   2
9   6   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
4   6   11  4   3   2
9   6   11  4   3   2
11  6   11  3   3   2
4   6   11  4   3   2
9   6   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
3   6   11  3   3   2
9   6   11  4   3   2
11  6   11  3   3   2
3   6   11  3   3   2
9   6   11  4   3   2
0   0   11  -1   -1   2
0   6   11  -1   3   2
11  6   11  3   3   2
3   6   11  3   3   2
9   6   11  4   3   2
11  6   11  3   3   2
3   6   11  3   3   2
9   6   11  4   3   2
0   0   4   -1   -1   2
0   4   4   -1   3   2
11  4   4   3   3   2
2   4   4   3   3   2
8   4   4   4   3   2
11  4   4   3   3   2
2   4   4   3   3   2
8   4   4   4   3   2
0   0   4   -1   -1   2
0   4   4   -1   3   2
11  4   4   3   3   2
2   4   4   3   3   2
8   4   4   4   3   2
11  4   4   3   3   2
2   4   4   3   3   2
8   4   4   4   3   2
0   0   4   -1   -1   2
0   4   4   -1   3   2
9   4   4   3   3   2
1   4   4   3   3   2
4   4   4   4   3   2
9   4   4   4   3   2
4   4   4   4   3   2
1   4   4   3   3   2
4   4   4   4   3   2
1   4   4   3   3   2
9   4   4   3   3   2
1   4   4   3   3   2
9   4   4   3   3   2    #### Duda ####
6   4   4   3   3   2
9   4   4   3   3   2
6   4   4   3   3   2    ##############
0   0   4   -1   -1   2
0   3   4   -1   2   2
11  3   4   4   2   2
3   3   4   4   2   2
6   3   4   5   2   2
9   3   4   5   2   2
6   3   4   5   2   2
3   3   4   4   2   2
6   3   4   5   2   2
3   3   4   4   2   2
11  3   4   4   2   2
3   3   4   4   2   2
6   3   4   4   2   2
9   3   4   4   2   2
8   3   4   4   2   2
6   3   4   4   2   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2
4   4   4   5   3   2

######## fin ########
